,CURLTUGMZLYLDI-UHFFFAOYSA-N_298K,IJGRMHOSHXDMSA-UHFFFAOYSA-N_298K,VNWKTOKETHGBQD-UHFFFAOYSA-N_298K,MYMOFIZGZYHOMD-UHFFFAOYSA-N_298K,QQONPFPTGQHPMA-UHFFFAOYSA-N_298K,ATUOYWHBWRKTHZ-UHFFFAOYSA-N_298K,HSFWRNGVRCDJHI-UHFFFAOYSA-N_298K,UFHFLCQGNIYNRP-UHFFFAOYSA-N_298K,FHNFHKCVQCLJFQ-UHFFFAOYSA-N_298K,DNNSSWSSYDEUBZ-UHFFFAOYSA-N_298K,MWUXSHHQAYIFBG-UHFFFAOYSA-N_298K,XLYOFNOQVPJJNP-UHFFFAOYSA-N_298K,VLKZOEOYAKHREP-UHFFFAOYSA-N_298K,OKKJLVBELUTLKV-UHFFFAOYSA-N_298K,LFQSCWFLJHTTHZ-UHFFFAOYSA-N_298K,SFZCNBIFKDRMGX-UHFFFAOYSA-N_298K,UGFAIRIUMAVXCW-UHFFFAOYSA-N_298K,XDTMQSROBMDMFD-UHFFFAOYSA-N_298K,UHOVQNZJYSORNB-UHFFFAOYSA-N_298K,XKRFYHLGVUSROY-UHFFFAOYSA-N_298K,OTMSDBZUPAUEDD-UHFFFAOYSA-N_298K,VGGSQFUCUMXWEO-UHFFFAOYSA-N_298K,QGZKDVFQNNGYKY-UHFFFAOYSA-N_298K,JCXJVPUVTGWSNB-UHFFFAOYSA-N_298K,CSCPPACGZOOCGX-UHFFFAOYSA-N_298K,IJDNQMDRQITEOD-UHFFFAOYSA-N_298K,NNPPMTNAJDCUHE-UHFFFAOYSA-N_298K,KFZMGEQAYNKOFK-UHFFFAOYSA-N_298K,BDERNNFJNOPAEC-UHFFFAOYSA-N_298K,WEVYAHXRMPXWCK-UHFFFAOYSA-N_298K,YXFVVABEGXRONW-UHFFFAOYSA-N_298K,RWSOTUBLDIXVET-UHFFFAOYSA-N_298K,OFBQJSOFQDEBGM-UHFFFAOYSA-N_298K,LRHPLDYGYMQRHN-UHFFFAOYSA-N_298K,URLKBWYHVLBVBO-UHFFFAOYSA-N_298K,RAHZWNYVWXNFOC-UHFFFAOYSA-N_298K,SWQJXJOGLNCZEY-UHFFFAOYSA-N_298K,VXNZUUAINFGPBY-UHFFFAOYSA-N_298K,QWTDNUCVQCZILF-UHFFFAOYSA-N_298K
NIST-MATDB-60668389e359ed8efc2c4e30467d0950,0.8013137296135333,0.08067467411171592,0.3001891371881605,0.22196868689580296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-fd7ade7b33c3327069abc402f4d18439,7.758081893947388,1.1267908280934449,0.6168839729321487,,,,,0.03676752847782943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-16fcbd54c408f9470f14f13f6a1b469d,,,,,,,,,,,,,,52.00875596364898,46.52332128100085,,,46.05742000155973,,,,,,,,,,,,,48.33521358785441,,,,,,,,
NIST-MATDB-69f363671c1af77d5e044616e37f0142,,,,,,,,0.030367052499441834,,,,,993.9998829904052,64.1951807385042,150.19967886697683,,,,,,,,,,,,,,1084.8986473865798,,,,,,20778.260183793926,,,,
NIST-MATDB-92e5cb35a42cbccccd0225ecabe23a0e,,,,,,,,,,,,145.03793962521465,,17.705476528038094,61.2965750803436,,,,8.388315864200107,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-8d651cf53aa2990d2cccb34177e624ff,1.2398480337828706,0.16661278939143717,0.4733906081426722,0.15693152222199463,,,,0.7330408455303061,,,,,,,,,,,,0.1651206189991332,,,,,,,,,,,,,,,,40.35784980224905,,,
NIST-MATDB-73d80cf55c3c599e004a9828b244ec48,,,,,,,,,,,,381.34927205372185,,257.68478696539773,120.66004893114187,,,,,,,,,,101.11878284606304,,,,,,,,,,,,,,
NIST-MATDB-c9b48f1b01eb70760c7d618b9ac9c937,6.026914054823129,0.7147053803146775,0.7033088835205715,1.214537418447431,,,15.787043266519778,0.7773209216228245,,,,,,,,,1.005646072511761,,,0.7037735121320357,1.4260680520427143,12.150225965770971,,,,,,,,,,,,,,288.3542496737341,,,
NIST-MATDB-fab951d1e53d35279d22a30a416c2e08,1.095655777847041,,0.7387160699147395,,,35.988720422024144,,,,,,,,,,,,,,,7.0180211452207795,,,,,46.26872825987962,,,,,,,,,,,,,
NIST-MATDB-081a0818678716f502aee0b58ac1b30a,14.802265143416625,,0.43390075087443747,,,,,,,,,15142.190610474623,,2692.222444374625,3070.088682293212,,,,,,,,83.67221496573931,,,,,,,,,,,,,,5.154639175257732e-05,,
NIST-MATDB-7794dcbafbe2d5a283b6a87ef79c2a1d,,,,,81.84664985063577,55.543594257829504,,,,,,,,,,,,,,,24.062621167275143,46.26546193454201,,,,,,,,,,,,,,,,,
NIST-MATDB-98bd1513147122918efeb91846323729,,,,,247.34456649248162,121.74024294030265,,,,,,,,,,,,,,,14.424053286354967,46.073015534463764,,,,,,,,,,,,,,,,,
NIST-MATDB-18e376e92b271f0e1a62a2a81dcd0a63,,,0.19362316256914563,,,809.7771625464557,,0.04802688925288761,,,,,,,,,,,,,0.2329396187237628,,,,,,,,,,,,,,,,,,
NIST-MATDB-9e5edba55f0f609476161019d58113ed,2.4713932170938113,0.12625309237903695,0.8386534966068317,,,,,0.22767194346780736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-49b1e69854030020562c1a51b5d17de8,4.879277901682314,0.13061270123341429,0.4025731559377866,,,,,0.020404853855002222,,,,15.420289226633134,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-ddd6f2d174f6d5cc75ee1fda94840dd8,3.5388942966886923,0.356947428282573,0.6613751889692678,,,,,0.022811655388743118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-27ce47f74d79f611f6d3f9caa686697b,,0.27083926016899584,,,,16.505844868111453,,,,,,,,,,19.712303422756708,,,,,0.6412897295481907,,,,,,,,,,,,,,,,,,
NIST-MATDB-e09d347dd969d6bd83df1d148fc34ecc,1.9454380779212586,0.17558882173273188,0.4695939133488656,,,,,0.5683491357408561,,,,2.303528212926659,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-ba925980550f907f14b9e2aa08b07d60,1.0660648658503447,,0.6053000382214295,,,,,,,,,1.2923097923097924,,5.685300782287641,35.77104480534915,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-6c372b00bde601be7642210d9d4ab853,0.588311801568772,0.13684902171462796,,,,,,,,,,,,,,,,,,,,,,,,29.18214516583514,29.18214516583514,,,,,,266.21406117721176,,,,,,727.381139564682
NIST-MATDB-871f479ada0eb83955ce7aa6f2d0900c,0.6503126275767007,0.1497919616140723,,,,,,,,,,,,,,,,,,,,,,,,30.0558758452343,73.02338934754165,,,,,,471.7718456161865,,,,,,
NIST-MATDB-2a55d7fddaa59cb289e94c60012b7c80,0.5377337856061118,187.09365841355074,,,,,2.4786872862358025,0.029420277928736666,,,,,,,,,,,,0.15467442090583286,,,,,,,,,,,,,,,,,,,
NIST-MATDB-90f0951725860967c6b057ba27a8977d,1.5555182828998582,0.11074064175931687,,,,,,,,,,1979.3130139264035,,,,,,,,,,,125.76131492314616,,,,,,,,,,,,,,,,
NIST-MATDB-df647d61b00b35b8b88ae26030802346,2.067420238397551,0.18175266962771686,0.4961259497028797,,,32.10236478275869,,,,,,,,,,,0.22501417571775784,,,,4.982076139279027,,,,,,193.67569017220782,,,,,,743.4538273370771,,,,,,
NIST-MATDB-3a650ab57f585098f15b7607aeb8fdb6,1.1856324445720077,,0.4282539003469624,0.2764309955453801,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13169115766596667,,,,,,,
NIST-MATDB-be9f51ea48c4eeb348d95a383edddd8a,5.324620269602299,,0.31523246050807413,,,9.496470272740364,,0.3029919399080052,,,,,,,,,,,,,3.508718272110989,,,,,30.481695185037808,,,,,,,,,,,,,
NIST-MATDB-c8ef237d84290dbc0b2948cb057d6671,,,,,,,,,,,,64.39427397082811,,12.629504123345981,113.91011738786189,,,5.423386415690938,538.2538558630667,,,,,,,,,,,35.421928098730106,,,,,,,,,
NIST-MATDB-1e93bd0672ca0c9d104d64b9ac6b00a2,11.851101606185253,0.9612942960787692,1.3392857142857144,222.63546165776617,,,,,,,432.4629616748975,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-f0d21fca297aa06616af675ba0c455a4,2.8672790182358745,0.15315901388246475,0.49512469731903563,,,,,0.007312450036276543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-888a980473df7b326048a36cbcd7a4c4,1.3794281659506529,0.14809274042155554,0.41540921268688963,,,,,0.012926366494266225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-d1d373b14184482d96176fbe7e616dc5,,,0.021781772675067205,,,1.898787484549392,,,,,,,,,,,,,,,0.22215995511696893,,,,,109.3793388344755,,,,,,,,,,,,,
NIST-MATDB-aff80a2ff66e5982846a01ae3ce36d1e,,,,,,,,,,,,3261.430141040877,,138.78393536813533,26.204384805223395,,,,,,,,,,2.47325799710256,,,2.482591325078047,8.355343187082369,4.543447836875917,,,,9.466865599137213,,,,,
NIST-MATDB-6fd1551f35082430e34eb9ebf32ff5ea,,,,,,,,,,,,421.9181873099547,,296.1743253342559,569.238858945708,,,,,,,,,,,,,,840.2812859943016,,,,,,,,,,
NIST-MATDB-c235e2b9f0e0f3949e37b5ac3054f2ec,,,0.5250270478603583,,,,,0.06524063922540356,,,,118.87617281349672,9.553091170764759,874.0795448781313,,,,,503.30034218999856,,,,,,,,,,,,775.8473570213097,,2.312238100315067,,,,,,
NIST-MATDB-c9d20f8b3674900f2fe7f5c4ebc436af,,,,,,,,,,,,,,1740.138988466554,834.0896418735103,,,,,,,,,,0.09275648841665216,,,,,219.92354592930187,,,,,,,,,
NIST-MATDB-68390f4a9ea74563f10a775377cf5166,2.9517318946947024,0.19899935987828393,0.5228024682465364,,,,,0.06650638021609691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-1b640cdaf885a25b91b8daa3c3416e79,3.8803944156676096,0.28946512034893224,0.9812075609376172,,,,,0.5210014474176394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-901f5824839e50316a0fab04e514019d,0.012229475697265495,,,,,,,,,,,185.2622093414225,,137.84921335349657,,,,,17.215998299845374,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-fd4118ab9a5243d679099317a1763c3c,,,,,,,,,,,,8.67018605892308,,18.46760677542694,1.7184109382470854,,,,,,,,,,,,,,,43.811839032818035,,,,,,,,,
NIST-MATDB-d9783e337e7ce09116e25a43e33f6d63,2.207936040630126,,1.200738349463497,,,109.33689147469488,,,,,,,,,,,,,,,21.72071740496014,13.712819188025149,,,,,,,,,,,,,,,,,
NIST-MATDB-9e94773f669a9eba6adcbd88f6df42ac,,,,,,,,,,,,27.6825106962103,,11.173046390751912,1.2161370288770608,,,,,,,,,,,,,,,,0.8518865514509772,,,,,,,,
NIST-MATDB-a0ba6cd310796edf309f0196ef75a697,2.075954024826218,,0.2215901275873379,,,,,,,,,,,200.29149757628693,159.3717045995935,,,,187.7684973447911,,,,,,,,,,,289.3056664006385,,,,,,,,,
NIST-MATDB-2348f026850f75fcaf193b4f68a06388,0.22877114476091137,0.006692688131383039,0.033821911612200044,,,,,0.0012345276129621177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-068e46454f275afa018a4a34a337e260,0.7875844423564479,,,,,,,,,,,3425.2784295149027,,121.17105258133216,,,,,,,,,,,,,,,,233.47777564695093,,,,,,,,,
NIST-MATDB-1b95fcd71d4ffac273b7f59c717efe16,3.1210812376358894,1575.463678152258,1.1676805802249852,,,,,0.19469694421087672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-12f0e59f182a26494316933fff0304e2,0.6780314850885376,0.7180285966733051,2.663186852630991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.01004031705573,,,,4.228066357493091,,,
NIST-MATDB-af9b5a1bd2336cee6a19fb3149c6fead,,,,,,,,,,,,7.303600628691276,,0.49724299932374233,7.746925409475712,,,,37.41141005671817,,,,,,,,,1.030056643745848,0.014964467775933939,,,,,,,,,,
NIST-MATDB-5a9adbf7ca9f80422e5ac35364502e27,1.6390946744128914,,0.6728065126223173,,,,,,,,,,,,,,,,,,5.653737125818344,2.9437556450876166,,,,,,,,,,,,,,,,,
NIST-MATDB-da0704e173358f5c41961bea4d952d44,,0.032825435778984405,,,,,,,0.14354245817129746,0.0667890344661196,,,,,,,,,,0.041337666170557334,,,,,,,,,,,,,,,,,,,
NIST-MATDB-dd58bf9410fa0508b39b0fdf86f37060,,0.03972179053231199,,,,,,,0.11342438117839691,0.06347736121420276,,,,,,,,,,0.04502070862822267,,,,,,,,,,,,,,,,,,,
NIST-MATDB-a6f101f386dee100047fcaf572ce237c,,,0.18127379532624444,,6.260144648139525,0.9780677651922146,,,,,,,,,,,,,,,0.7871699710239584,1.0141684048372577,,,,,,,,,,,,,,,,,
NIST-MATDB-2790822bec46626505ddb0821bf332b6,,,,,152.26088628280303,45.12123244517611,,,,,,,,,,,,,,,29.361706551344156,26.01769360718414,,,,,,,,,,,,,,,,,
NIST-MATDB-21bd304f964b828142eecce0f718d41f,5.210811657178234,0.4254954693808194,,,,,,,,,,,,,,,,,,0.5285708408538345,,,,,,,,,,,,,,,,,0.9059484164710712,,
NIST-MATDB-7ff3a3a0cb9caeb14aea109250cb9329,,0.0020460311563985627,,0.00017028178906489124,17.863867403314917,18.970441988950274,,,,,,,,,,,,,,0.00032937399387469976,,,,,,,,,,,,,,,,,,,
NIST-MATDB-ce8173e1b2ca618003d7a57c5bab64fc,1.9666717352714125,0.3114098640664985,1.5914425262240663,,,,,,,,,,,,,,,,,,,3.4414297264138676,,,,,,,,,,,,,,,,,
NIST-MATDB-5d21dad0bce099244138bdcd0a410e0d,1.4432900125612758,0.8741366078280891,,0.42705099778270506,,,,,,,,,,,,,0.8710708577517315,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-29c4141c741c8af2dfa727803041cce8,2.0521901211556384,0.1624946966482817,,0.491725768321513,,,,,,,,,,,,,0.35925520262869665,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-ee36b2a9095ec91288836a44edfdc823,4.475419293160605,,5.963165822746748,,,,6.043764688787244,,,,,,,,,,,,,,,13.636038681507902,,,,,,,,,,,,,,,,,
NIST-MATDB-62cac39e7df6723d237dfb0c4bd20985,3.9060475691143757,0.15348711598314113,0.5387636608128297,,,,,0.515081149983356,,,,,,,,,0.20302614018446186,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-5fee9a23ff456bc1904034f8ccd4dd08,,,0.9793250984016477,,,,14.864358990697081,,,,,,,,,,,,,,31.92230304906362,22.23084342889129,,,,,,,,,,,,,,,,,
NIST-MATDB-f3c192944e2aca4c0d3eb6d4f981156d,,,0.32986312100865833,,,,9.37727449027476,,,,,,,,,,,,,,7.398991898714737,6.399109482535203,,,,,,,,,,,,,,,,,
NIST-MATDB-7081ac565cb30dbee2a27fd3fadb1a99,8.936158357723135,0.3409434310615226,,,,,,0.013971355918245002,,,,,,,,,,,,0.12692452772719967,,,,,,,,,,,,,,,,,,,
NIST-MATDB-32e77061e4ee1bd3d6e0b2bddff41582,212.95063075558093,0.9016624813549081,2.8988737159874924,,,,,,,,,74703.7125748503,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-0430f3ede7fd0f8d58eb6cf454011ef2,1.2311536264991434,0.2571428571428572,0.6298911444542513,,,,,0.06743486973947896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-53e35057427decf192a1effd7d881922,0.4640546578308348,,0.042886030496519574,,,0.1784827584079876,,,,,,,,,,,,,,,0.08713998382428062,,,,,0.09930350188264572,,,,,,,,,,,,,
NIST-MATDB-6e0014114e24ab8e83b8782e3c9ed523,6.599671316578775,,2.75191860373119,,75.41778546562543,86.88130226266601,,,,,,,,,,,,,,,0.8618126593215835,11.400493728386225,,,,95.51486675513792,,,,,,,,,,,,263.6754899784805,
NIST-MATDB-1ce14eb3e9cae7c5664342ced717c6d0,2.0127557226034893,,2.5940714056138847,,38.74647762268154,41.13185351284836,,,,,,,,,,,,,,,7.537709463239049,8.27768718898581,,,,68.1176408531189,,,,,,,,,,,,49.45695733485114,
NIST-MATDB-279c9ad5012a5473728672cd454133fb,0.4101154037894527,0.022130423167729223,0.09954245300039694,0.051061754514559875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-157d2c3d9f1568cf1e25b51ade68fffd,0.40316450423064576,0.03210380594418064,0.13302324978224267,0.13863023567871327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-78e8e8044f33dfb63d742cd181396dfc,46.74746414543546,0.9053872659221815,0.6335350788589039,,,51.58423631893902,,,,,,,,,,,,,,,55.77206677367207,63.75279952399735,,,,,,,,,,,,,,,,,
NIST-MATDB-df5a7d1b98bf856906a188166face5b4,175.23759542767175,1.2735353879618014,1.2748092275420109,,,186.5966532195615,,,,,,,,,,,,,,,158.46088105264639,92.37994092462911,,,,,,,,,,,,,,,,,
NIST-MATDB-ffef9fe8f87486bc0a607d2de561618d,188.86573140814946,1.132475015137736,1.1414038399096273,,,115.76628400930515,,,,,,,,,,,,,,,88.13042703470508,119.58424518938904,,,,,,,,,,,,,,,,,
NIST-MATDB-2d9160505b3f649ff3c6a4c594f5fec1,36.36439010168009,1.258006216543341,3.415642467951544,,,136.48246809565111,,,,,,,,,,,,,,,129.24188969325908,137.9984251968504,,,,,,,,,,,,,,,,,
NIST-MATDB-a32141d840ee476b01d03de6aabc5dd0,,,,,,,,,,,,,,,549.8520486036387,,,,,,,,,,,,,,,,127.00966199754555,,818.1906077348066,,,,,,604.5022970903522
NIST-MATDB-bd4fe632a93717aa1dc57800af0c8760,,,0.0007069533769417994,,,2.1372255604154373e-05,,,,,,,,,,,,,,,3.200062346299054e-05,,,,,1.600265390790618e-05,,,,,,,,,,,,,
NIST-MATDB-6e3a08482c472745491d45de75647062,2.034300716122421,0.19401178908646738,0.4877210920308636,,,,,0.037932536672783033,,,,2.242783942348435,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-51c3c6cff34fa757c68517fb2d597d65,,,,,,,,,,,,,,,,,,,,,,,,,,47.29390684158166,7.2137855625392735,,,,,,582.9145246023546,,,,,,53.12746720998345
NIST-MATDB-27913719503d743c1fa3f4e3207302f3,,,,,,,,,,,,,,,,,,,,,,,,,,43.518732868349176,36.24442245061253,,,,,,357.81325928497046,,,,,,295.5422224426042
NIST-MATDB-d762bfeeb5b0f7083593a323d1e1f1f4,,,,,,,,,,,,,,,,,,,,,,,,,,46.59204020913989,19.92632875251202,,,,,,432.22328773280987,,,,,,169.80315376272878
NIST-MATDB-68a48f466949d3c6ea7faa50d7d5823c,6.815427205535971,0.48091161192218057,1.4062955857699337,,,,,,,,,91.51068564577774,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-c8f4c078b4a081946d94943919a5aa6f,9.497887256001885,0.846340207392149,2.112371257032966,,,,,0.09954068787731774,,,,139.4621418377976,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-5442cdd93ee8028ce1e8b57896f7a844,6.138100220375477,0.24243705612861924,0.995393205814883,,,,,,,,,,,,,,9.880742249377686,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-d1644201ec3b21d8e8c31c3df7c6f060,1.7732212298336414,0.1956859715697304,0.5332250546095453,0.07334474270881873,,,,,,,,,,,,,0.2681200297955527,,,0.15256171849433312,,,,,,,,,,,,,,,,,,,
NIST-MATDB-9313df158801d397ec2644372d880a7f,1.271975806451613,0.2618951612903226,0.48694581280788185,,,,,0.03513513513513513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-7250c192a412fd34bb5c47e3c1ecf895,0.49446292914251694,0.15328268801172534,0.4639134351420386,,,,,0.034473098585109684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-d7fd5dc049a91f0053480ac787e05f81,0.44743589574466186,0.14263560106908071,0.36651144232818755,,,,,0.031030362034528344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-c98304cceb3611a72534f784e3741e55,0.6893871464771649,0.18808219859784842,0.4735533052886472,,,,,0.0448763996462415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-725694ffb14abc06c5c38b8b0df81a89,3.4334962584369344,0.6450332788615395,1.3046242343230898,1.1922390542536352,,,,,,,,,,,,,1.1570860301395385,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-69defbb815a1b2e90296326827748d96,4.271172342918281,,0.8791219712549743,,,,7.694043800895574,,,,,,,17.668537955823346,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-81ce97da3e80d0c4f1b51b10da948255,,,,,,,,0.009063909984060184,,,,,,253.6230214842953,281.3428340205472,,,,,,,,,,213.35275738021062,,,,120.8803810134008,,,,,,,,,,
NIST-MATDB-99bf92208771cc605a3faf79b8eabf10,,,0.08491821314109657,,,30.224639882390736,17.527776180166708,,,,,,,252.8309591876256,20.859369283426705,,,3.7498143236296198,85.9554505271481,,6.898518785636582,3.998927604734221,,,,,,,,,9.912082238635769,,,,,,,,
NIST-MATDB-22cc5d2f7013cee412e01e9ff0861ce4,,,,,0.6918862387612389,0.3632626161185037,16.9211340855464,,,,,,,,,,,,,,2.499303448603477,5.45048901721318,,,,0.34913555586168893,,,,,,,,,,,,,
NIST-MATDB-4c5fc9ec0f07f55545f660abeabc296d,8.569998710295291,0.1492149589958774,2.1606299615128166,,,,,0.11606509774791504,,,,,,,,,,,,0.2929584386638885,,,,,,,,,,,,,,,,,,,
NIST-MATDB-a1811d120b849d172a5b30fd4889ec1d,,,0.7956517461525567,,,,21.167364094382144,,,,,,,,,,,,,,19.59938274183778,20.211958437479968,,,,,,,,,,,,,,,,,
NIST-MATDB-f048a93795284c8e98b0c848fc471416,,,0.6681364508586494,,,,10.231270409300995,,,,,,,,,,,,,,15.325829602698946,6.624268789828312,,,,,,,,,,,,,,,,,
NIST-MATDB-30dd74c9be4b046c2076cd94dec7e267,20.16910343047153,65.5280647710511,21.144632449818946,,,,,,,,,11.728928895460523,,68.20610612180869,112.61556573070837,,,,,,,,,,483.02162776391316,,,278.5554897116035,25.658642953863406,,,,,37.389101394534954,,,,,
NIST-MATDB-595990fd285c5478047fd2f16f7f3be3,,,0.5661807206281119,,,,10.21554579709313,,,,,,,,,,,,,,11.166675032872798,6.216614161814247,,,,,,,,,,,,,,,,,
NIST-MATDB-583d697c0afbca86fe273ecf518cf711,0.6462050944198006,,,,,,,,,,,103.2131174963978,,709.6850900638401,256.98315752944205,,,,3.5923592720627466,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-148bf92e876591b367272f179fd6810e,,,0.7421978098157592,,,,7.796108631866474,,,,,,,,,,,,,,8.17662792723392,7.24108831808907,,,,,,,,,,,,,,,,,
NIST-MATDB-a913314565a8850d65ecf76b10569999,4.713278084483856,0.34772382841310684,0.4682557270011654,0.12294325507938911,,,,,,,,,,,,,0.33949975594599635,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-79bb15266bb8ce342990c61767bf4f13,,,,,,,,,,,,3.6940785653509893,,103.80167270330175,56.24575951752732,,,,,,,,,,,,,,16.67875167696203,,,,,,,,,,
NIST-MATDB-2beff6a677be50586da875ee5360f654,,,,,,,,,,,,,,30.80812701693851,38.01918553533123,,,,,,,,,,,,,,30.614804259991747,,,,,162.60510076912604,,,,,
NIST-MATDB-16d2ea75949f753ebc0daffccae0ed52,,,0.9494336865180855,,,61.638030964668516,,,,,,2206.389129045896,,,,,,,,,12.497140310480578,,,,,45.4130080037299,,,,,,,,,,,,,
NIST-MATDB-29da3034f56a3f314e86df224086cae2,,,0.784745441927954,,,76.55332302936631,,,,,,208.05715399953033,,,,,,,,,15.52190518884269,,,,,112.04155465765996,,,,,,,221.92602693028806,,,,,,
NIST-MATDB-9aa5608088a0aab82ce1738a4116f469,,,,,,,,,,,,99.43457492191249,,37.699108125605576,41.36307188465047,,,0.6270573485016926,8.164596176615083,,,,,,9.77896378479234,,,,,53.240400176548484,,,,,,,,,
NIST-MATDB-3feab5fe94539466e86bde4670ea2696,,,,,,,,,,,,33.39210065701022,,473.1272804814724,3198.665112307894,,,,,,,,,,,,,194.01781613431845,,,,,,,,,,,
NIST-MATDB-94f02ec27f8311be95d1823c779fe260,,,,,,,,,,,,56.62014177935723,,423.47647488987093,746.7982794809672,,,,,,,,,,,,,8.430885706697916,,,,,,,,,,,
NIST-MATDB-d049583f6d607e59dc804c4029176dcb,0.4512130172646545,0.2235870899535216,0.6170916769160592,0.1957396710409135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-8fad47f65fa08c7ac5157aa92c218b1d,0.2542323693348358,0.147320358553839,0.1407361023546984,0.05184777229164203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-655315f090663b4723680a6683f06403,0.7692516971827273,0.29207952579218355,0.351881431709012,0.14063595308815674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-7fdf5997d47b59af2318c9cf774e49ca,,,,,,54.9142383645545,,,,,,49.35315578064048,1708.526845726034,65.63715658015892,153.13719634116092,,,210.73609298016592,192.8752981742293,,,,,,,,,,,,,,,,,,,,
