,CURLTUGMZLYLDI-UHFFFAOYSA-N_298K,IJGRMHOSHXDMSA-UHFFFAOYSA-N_298K,VNWKTOKETHGBQD-UHFFFAOYSA-N_298K,MYMOFIZGZYHOMD-UHFFFAOYSA-N_298K,QQONPFPTGQHPMA-UHFFFAOYSA-N_298K,ATUOYWHBWRKTHZ-UHFFFAOYSA-N_298K,HSFWRNGVRCDJHI-UHFFFAOYSA-N_298K,UFHFLCQGNIYNRP-UHFFFAOYSA-N_298K,OTMSDBZUPAUEDD-UHFFFAOYSA-N_298K,VGGSQFUCUMXWEO-UHFFFAOYSA-N_298K,XLYOFNOQVPJJNP-UHFFFAOYSA-N_298K,FHNFHKCVQCLJFQ-UHFFFAOYSA-N_298K,DNNSSWSSYDEUBZ-UHFFFAOYSA-N_298K,MWUXSHHQAYIFBG-UHFFFAOYSA-N_298K,VLKZOEOYAKHREP-UHFFFAOYSA-N_298K,OKKJLVBELUTLKV-UHFFFAOYSA-N_298K,LFQSCWFLJHTTHZ-UHFFFAOYSA-N_298K,SFZCNBIFKDRMGX-UHFFFAOYSA-N_298K,UGFAIRIUMAVXCW-UHFFFAOYSA-N_298K,XDTMQSROBMDMFD-UHFFFAOYSA-N_298K,UHOVQNZJYSORNB-UHFFFAOYSA-N_298K,TXEYQDLBPFQVAA-UHFFFAOYSA-N_298K,XKRFYHLGVUSROY-UHFFFAOYSA-N_298K,ZWEHNKRNPOVVGH-UHFFFAOYSA-N_298K,LELOWRISYMNNSU-UHFFFAOYSA-N_298K,QGZKDVFQNNGYKY-UHFFFAOYSA-N_298K,JCXJVPUVTGWSNB-UHFFFAOYSA-N_298K,CSCPPACGZOOCGX-UHFFFAOYSA-N_298K,IJDNQMDRQITEOD-UHFFFAOYSA-N_298K,NNPPMTNAJDCUHE-UHFFFAOYSA-N_298K,HEDRZPFGACZZDS-UHFFFAOYSA-N_298K,KFZMGEQAYNKOFK-UHFFFAOYSA-N_298K,BDERNNFJNOPAEC-UHFFFAOYSA-N_298K,VEXZGXHMUGYJMC-UHFFFAOYSA-N_298K,WEVYAHXRMPXWCK-UHFFFAOYSA-N_298K,YXFVVABEGXRONW-UHFFFAOYSA-N_298K,RWSOTUBLDIXVET-UHFFFAOYSA-N_298K,VZGDMQKNWNREIO-UHFFFAOYSA-N_298K,TVMXDCGIABBOFY-UHFFFAOYSA-N_298K,IMNFDUFMRHMDMM-UHFFFAOYSA-N_298K,OFBQJSOFQDEBGM-UHFFFAOYSA-N_298K,LRHPLDYGYMQRHN-UHFFFAOYSA-N_298K,IVSZLXZYQVIEFR-UHFFFAOYSA-N_298K,URLKBWYHVLBVBO-UHFFFAOYSA-N_298K,RAHZWNYVWXNFOC-UHFFFAOYSA-N_298K,SWQJXJOGLNCZEY-UHFFFAOYSA-N_298K,BZLVMXJERCGZMT-UHFFFAOYSA-N_298K,GQPLMRYTRLFLPF-UHFFFAOYSA-N_298K,XSTXAVWGXDQKEL-UHFFFAOYSA-N_298K,VXNZUUAINFGPBY-UHFFFAOYSA-N_298K,YTPLMLYBLZKORZ-UHFFFAOYSA-N_298K,QSHDDOUJBYECFT-UHFFFAOYSA-N_298K,WSFSSNUMVMOOMR-UHFFFAOYSA-N_298K,QWTDNUCVQCZILF-UHFFFAOYSA-N_298K
NIST-MATDB-7eba5db32fe81faa4d6c608e15eae5d4,187.8327895746726,1.7693361234443339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-75f71aa95a5f799d9f0a04c5733bfbab,131.4444897519377,0.02653613109608245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-de7870106828b8e82a2e590a78b33cbc,759.0846560333484,0.4179762085341015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-1912fa97c73af69dfe5371cbe82e983a,6.076898613086171,0.20803891940276992,0.9191123240676836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-1f9d4e4fac6d97c9f29f5f996ab9f08d,0.46905828722364623,,0.1508347738526744,,,1.6442037197623744,,,0.49634740726277116,,,,,,,,,,,,,,,,,,,,1.2955635251251136,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-0fda178e19926b1dd1cb87d13b6c9b8f,1.1042858477832478,,0.5182080394806805,,,35.838554732521246,,,3.9763670510184177,,,,,,,,,,,,,,,,,,,,406.8678769180446,151.78315117668106,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-62e7a8f42d4e7a6d5367646f760058d1,5.5021000478232,0.4220799427750956,1.2575951148946023,,,,23.596777486907794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-86bea0ce980517485457798ad7383391,2.732667523667287,0.08965855713436571,,0.09769394627385505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-607a3a3c37d409246c256fce642a3372,9.842453802953283,0.12807325645483691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-57e293e89a8fbe91c2615546ac946518,78.58937871488519,,1.6415989289527175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-f96bbb3f8120ee55e5b45b7556e11f4a,4.150659856126243,,0.9241312296253881,,,,19.608162172724352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-08faa42ac9a9895edc206b09e9805342,5.242718446024935,,0.910257849025293,,,,28.40518521143541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-5e01297acfd36cf450c51490f7fb4f30,3.7063067417064586,,0.5096539202819236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-9e095580c7def92493b44834013f53af,7.784187760912477,0.2425450339451189,1.3537935003924455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-c00ab17cb1a88a0d61852c7a1392422e,28.94930516622138,0.30571726822358725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-af11a58c392320621e86752e11cf2b18,,,,,,,,,,,411.96429020477876,,,,,163.38118577580002,,,,,5.56764854074315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-ae6cf6f755f5519f6e8ce2c3cda5fdeb,2.0177873958089028,,0.5365107164207477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-53334f869d70b246a18de546f7b0e02f,0.28048124989805934,0.04698264923021862,0.08201186546053466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-58d3dd0d18d119feb6c12195b50e16f4,0.5297302315494569,0.05853753448516316,0.10373176340342566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-fcd9f9407daae2835ab964712dcd280c,0.37007192220234547,0.041331360056978524,0.0760317206012897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-7ae1496d93ddfd37a500b571f06349ef,0.34467813554843835,0.04499331229787992,0.07760068334595371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-83fffb58fda0a640e2fc7581afa5ddfb,0.4516988403520115,,0.07584605229356271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-0fe09f57ced7a24c96d5b535e5687143,0.22022099197252812,0.04720143203453367,0.1007999623909899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-346762b9c4adb3db7dd8db20b1ad8479,0.23965371000159946,0.04624763907389842,0.0836321857815504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-70edad4a3e8f7c8c910a63225176827a,0.2998299055409418,0.04428301920582465,0.07165272197972622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-7d6aa8f7ba3d09f14d9c297c93530b30,0.34534256187703216,0.05333871430145291,0.10221367190589654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-5d4d74a164fb328d7b076b8fab22f096,0.6133491470928059,0.0579477568777307,0.10102208422574206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-3a125caa31afd4a8cd2d17a1ff9b6482,0.20153285495957166,,0.010490076276828419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-e8812fd229b42834d57fa1ac724419f3,0.49657530432724745,,0.04252880608431935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-69b8dad7a908c6b4fd9ff5975c669de7,0.47695920784365553,,0.04082961165792003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-2f391b46b4e3f7747db4ad7bba0ccbfd,0.3983592431117512,0.07610244652349585,0.10572086061016797,0.06174123492989887,,,,0.011591542731007052,,,,,,,,,,,,,,,,,,150.69158653322853,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-c8c298d6a0a3fd6858addad255911cb4,0.2900362725099731,,0.053326564666466764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-fbb029f4b9e35be603895fea38ae239a,7.865146646025342,0.17677396971739506,1.7720518794936417,,,,,0.2732061671973767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-00ba78345d8f9744f6626255fbb4bb09,2.294838878662691,,0.4365382487745395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-904236b98230f0b2ab89197a724e35b9,3.885410353064432,,0.6700930500955647,,,,,,14.39251494582452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-398100fdfee2739b63544b66842c41ab,4.107262438699249,,0.9250184800520537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-c69b630452d51bf76d641d393171ffed,3.376597255070516,,,,,,,,,,331.33752144855305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-e5c91eae38ec8d2f19eb75e37c477f4e,8.757465650304773,,1.6742107902293366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-7aa6f7200318ad474b557940bc6726c0,14.965895314366064,,0.2448084296230269,,,,,,41.92282560164785,29.068755640784794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-5f4f1e0c4f95d1acfce69c9e1c465a1d,,,,,,,,,,,,,,,,,,,,1.5360234840652285,224.77470521127088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-c1abc557e1a937b6fda3244a7e28fa98,1.0653905461126232,,,,,,,,,2.125791016865156,,,,,,,,,0.13116938197128955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-2b4b64fb1f905f9141d61747e7e298df,0.4566480065932094,,,,,,,,,1.0427470353034585,,,,,,,,,0.050861526166614636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-7df915376acc18a3c328f6dc00b05a60,1.929537368858418,0.09939413991016349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-2cb720f956fd4465586ef509e951cc30,1.2210761285240763,0.07422636258781809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-0e95c40c4cf7b93e0daef46f3a89bd88,1.792286228921559,0.2437479013716241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-bc67bb25855d7be2699e74c6aba03a65,4.37614027919222,,0.17100022471767884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-90c6a1887a5e0f522854022bac0600a2,,,,,,,,,,,60.370864592013625,,,,46.860321688717484,182.87628328625922,493.5169230828014,,,,,,,,,,,,6.082032210953434,,,149.49127594207195,682.3788724183737,,,,,,309.45457093511686,246.5795387574958,51.705494670870756,,,,,,,,,,,,,
NIST-MATDB-e6b24d002f0be7b19db9e4a0b3345ee7,3.9269119440749463,178.2153288321368,0.9535613740156423,,,,,,16.791993805228177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-bbd4c0c32dbd9f7b1df341984b71983f,8.01441927724483,116.40254084168184,0.892809156504966,,,232.625740352097,,,23.088067970638374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-e23e0f3921a269533d74caae8c5a12bf,1.7402356552243046,0.12181311612549989,0.37948368923325737,,,,,0.07416421742054784,,,,,,,7.62246810360348,1186.1464393615383,2680.3447165578327,,3.7505978495360015,,,,,,,,,,,,,,,991.7084512322747,,,,,,,3.5422692422331687,,,,,,,,,,,,,
NIST-MATDB-b2f286918e50470b61010736dea3b873,1.4479697401203833,0.0737482004730345,0.309516899632123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-d3f895c0c74a9ba0f0e9a9b56e4c564a,28.97894392232279,,0.5047741856380885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-4948be456a6d7e72e264d323fa462f8b,31.107659051636766,,0.5251827060247076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-a4a263903a4b295dcad786bfadfd71cf,23.4895738145806,,0.3494518738490734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-3684f463bca23b3e8fbf68c3a5d4537b,0.7556849040097781,0.0335135674779751,0.16284219703307035,,,,,,,,,,,,,,,,,,,0.0414173461294508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-b8633e438eb4b3b1963008b5ffb3e34e,1.7302629464442252,0.10393293121135617,0.36839434979735164,,,,,,,,,,,,,,,,0.14356797265099008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-fb724ebc336de9d29030c8b860c798ac,0.8566036147727644,,0.1993052193348966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-4c152ffd93a16296c5c57d29cb322126,1.0274713935323887,,0.27490186275493206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-6d2d1db79760dfda59f0e185d0c785fb,1.1713139961127708,,0.3545003774282442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-184cb6ae0f79e0eb5a697b2cb877b943,1.529629491348139,,0.4196316084473533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-99723c0194e8cf989d93bc5e2da6aeea,0.8836250870168667,,0.19320341396372992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-c8b87c33b697e8a3304458115b4cd8de,0.9995008434555864,0.047886337074181835,0.22884622416099104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-5350a399babe6c33a34d193da74689a3,2.8449926515279906,0.13172672969548857,0.6769927442349015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-c0b868a15df5d407ae6aae154e6a8a89,204.47389286547136,0.06908947684948903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-fa6af90ae7047cd1e3e82fb3df4c43e8,2.0142309261163334,0.343242555671647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-447ba51014683228eb076bc4054346f2,2.882845244032307,0.19795038808578846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-199dca394d2666bf5cbba03071c1f31b,9.38524410458952,0.07125029985765287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-25d51f518d59608c959d659b6f8e9748,,0.009042291508537288,0.03970428215369051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-775250b0154475da1a9521dd991a76d6,9.239439303299882,399.64250568825014,1.0770802529911296,,340.27354310794647,137.342174655136,,0.03957437619565368,23.092453439415767,,,0.7474059263033216,0.8735466073986985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-491f2d4553a5f70eb3e8a54f967be37f,13.709610576864772,,0.8184176709092175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-6f2de59bc9a4aafa57769c230fce91ab,4.452680200529866,,0.45921634237680387,,32.03615617893363,27.564548591658586,,,10.285359032299947,7.2735611478023765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-19f0b99c8dbe789defa47a66736fe641,3.0346638426849863,,0.592777068383642,,44.11370284216878,47.04362325942028,,,6.712912868714389,8.388750300988617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-1b5c20248717ca46ef341e3c5f2c1f30,0.746236531556438,0.03915838325957044,0.41205036916212356,,,0.10592353912397112,,0.1024962392543009,1.5266481794008027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-717a9d3f07870f8d8ed2ea2956139162,,0.16964479229276372,1.1170877477168277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-706f4b797ec5a283057ff416db2d6c03,,0.14189274180023131,0.5976372553035999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-034fd5282919520bd85c5662124c4152,,0.18834525060707166,1.1832858436885203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-4d6d1eeaa046e71a272c616a9d6f2cd7,,0.18085772162528777,1.029502851792532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-b8a941574966371d0adbcce11dcce7fb,,0.1934724752234892,1.1383589735821356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-14c091e09b6f2b80b8dba65f778b7715,,,,,,,,,,,,,,,,4573.093541933791,,,,,,,,,,,,,,,,,,,11086.113531587942,,,,,,,,,,,,,,,,,,,
NIST-MATDB-569f1f60d372ae64a279da7cdc2f1ee9,11.814685400959188,0.11396448550323399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-6e957f954c53fdb58089b9c1c783bb4c,2.9671186773454927,,,0.1350973648912671,,,,0.22444369775422116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-f5e80ffaaaf05f4ed655664fd22defb9,31.26097374732128,1.1035031614875743,1.1504218913365625,,257.0741092391538,219.24185157130202,,0.5607837496303106,21.75365106755938,61.64658255286359,31583.221050031545,,,,,,,31.019743395840713,,,,,,,,92.10659074101581,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-dd648c6388274576eaa6f506d849b3f9,4.77286831807304,0.348613787826433,0.8395890790679478,0.3260582133877096,,,,0.10103328582438816,,,1059.5183659151332,,,,,,,,0.9619772235837283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-5f09c45f8cf234c9960b61d5bfa81a20,0.870756323037981,,,,,,,,,,,,,,,,,,0.3108201831888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-85fcc6055ba3ac2715a9d7ef6112cfa9,6.194310064420685,0.5144271466702589,0.8150185121626138,,,,,0.0425869258518606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-71d6fc9e1d75f65e8a04544608290958,14.805718218063735,25.422257561809335,0.9635041252931172,,,,,0.030580293727145685,,,,,,,,,,18.871671924574077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-ab995b569e3eef266e371252ec189e8b,32.41562782747939,0.1487478230043783,0.5082560737605373,,,,,0.01569255670716946,,,,,,,,,,,0.2422293778431872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-0b2894c158beef6f5ea39e458fa7a502,4.6188668597988105,0.40176054211656753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-cdd60fe6daa9093c48311f68f93bdce4,7.794772028902772,,,,,,,2.1600580159758866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-7acbc094f3d7d7ff1cafadd690b3f88e,5.299081063589274,0.20463044585251153,1.1967458193849727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-a4ed01077a429c5f198b12181cd8b6d8,5.300579581829796,,0.9154083450799263,,,194.12701564212665,24.25809892797073,,17.103594775266313,13.04985934656445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-db9292834bd222bebfdb169ed5de5afc,5.292536811169743,0.14120145056408234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-ed6efba00b0acfaaa68bacfa08abcf18,3.2630276344609714,,0.9319352491815148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-c37eba54e85c5feb4bb0c694afb281f2,0.9285707421530426,0.18034880711470586,0.46767615682533065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-e788f40ad7a33abe049ca098ed6ee980,,,,,,,,,,,36.66546584539375,,,,,37.83158830808367,13.796099279853902,,,,,,,,,,,,,,,7.018213732555693,20.229728808214702,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-2df53cb5b49803b76e21603aaac024e5,5.151807158383399,0.34240891983459093,0.8722971817761628,,,,,,,,55.00547807466711,,,,,351.4076396440751,,,,,,,,,,,,,,,,2.775937060546378,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-5b3ad76c63b1ce87a685648f69a4de28,49.44551721452342,1.2027171744084757,1.0958417756221939,,,,,,,,78762.53225712995,,,600.8322755231356,,,2605.7557800025825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-2e74584fb7ce6c1dffc568c573c3939b,1.1054361737085925,,0.44464460418858703,,,,,,,,2333.1897412544945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-fdfac35a17e4067db7b27c5813d555e9,3.4186895191141886,,0.7751464782234162,,,,,,,,2661.26766463602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-bad589d1e2e1a93464f88b86779d8d97,2.9577635582656363,,0.4498918609432204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-7c33e609b56b5bcdf3def2edc8e42b60,0.9552875145301063,,0.3409180319958382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-47d4b12574c2c212ab228b8cb5128278,1.6604357181209963,,0.5209657541923943,,,,,,,,361.16766493067945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-b425ac967ceb23a458c5e6f13f9dee6b,4.1918841554706905,0.20815350739528332,1.0117365487995338,,,,,,,,1974.6129918114339,,,,,,,,0.31510161155135213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-ea5e709740e7dd9ee07d32ca989dbb9e,9.984575500930077,,0.6267598425633518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-951db94d5701c144378afbaface18b87,3.8678670689119445,,0.1008041710987708,,,3.830099614152243,,,0.361353879467855,,,,,,,,,,,,,,,,,,,,40.10261389233254,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-258f598c6216eafd0dfcd61b5977abc0,3.5752932548277943,,0.6969129977019644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-c750312180598dce5e7e8761b750f6ab,3.458209975353695,0.2932584041143591,1.1574306069091458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-30ef3a157ea0a8d3bc2babe8930eccb6,9.339388986675123,0.15950393104010824,0.6185140609279852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-68615d6a447d8682688c6dd8d0609823,,,,,,,72.15924158559591,,,19.88356011285361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-388cc8bc1b7ae9f6af22eb91a0a0c533,,,,,27.280718315640577,,,,2.1754037247399727,13.776234809108635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-624ee8e668bdb1109b82aaf3264d39f2,7.233249323287047,0.1838610179045219,1.1095779266102506,,,,,,,,,,,,,,,,0.3874062220597954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST-MATDB-9f116077bb53733bb10e030e7c3523a5,4.133735766521125,0.3751161266923075,0.9969072842528756,,,,,,,,,,,,,,,,0.46804348771602916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
